x,y
7.49080237694725,23.988147147082636
19.01428612819832,51.6386932690982
14.639878836228101,41.87497942017676
11.973169683940732,28.970217466049156
3.1203728088487304,12.14191635860929
3.119890406724053,13.871063731345373
1.1616722433639892,12.33786274263452
17.323522915498703,46.753996633925816
12.022300234864176,32.63026977848088
14.161451555920909,38.89835775904866
0.41168988591604894,8.775431067896346
19.398197043239886,54.48174593707877
16.648852816008436,45.03285142871997
4.246782213565523,17.156757833253877
3.6364993441420124,14.382481008399152
3.6680901970686763,17.07616046427036
6.0848448591907545,18.10595286634483
10.495128632644757,30.25483514181859
8.638900372842315,25.420926472709315
5.824582803960839,15.17091216550574
12.23705789444759,36.4810055673127
2.7898772130408367,12.75785884914176
5.842892970704363,19.622572796688292
7.327236865873834,22.614330764559146
9.12139968434072,23.557386984700553
15.703519227860273,42.9968621013546
3.9934756431671947,13.955545558337679
10.284688768272233,28.304890113015723
11.84829137724085,34.1368713081041
0.9290082543999545,8.534673206443502
12.150897038028766,41.035800298703506
3.4104824737458306,14.049939622860094
1.3010318597055903,9.025230821432269
18.977710745066666,52.22093911536817
19.312640661491187,47.525288007830845
16.16794696232922,45.34032577947541
6.092275383467413,20.41137908849161
1.9534422801276774,17.273332037775052
13.684660530243137,38.634568431264476
8.803049874792027,27.9122667139809
2.4407646968955765,10.997776433123212
9.903538202225404,26.252811392704913
0.6877704223043679,10.14789449930598
18.186408041575643,52.72181920199943
5.175599632000338,20.31209492112999
13.25044568707964,35.39795185331488
6.2342215217882195,24.793936737278848
10.401360423556216,26.797847870513696
10.934205586865593,34.09608524856479
3.697089110510541,20.81408965370629
19.391692555291172,50.507622412835865
15.502656467222291,42.05774797924742
18.789978831283783,52.273901173472375
17.896547008552975,48.23094055903384
11.957999576221702,30.24300864735586
18.437484700462335,51.29940067557392
1.76985004103839,6.23771396141766
3.919657248382904,16.219920412862805
0.9045457782107613,4.503091742825493
6.506606615265287,25.916319753215834
7.773545793789641,22.084104607465388
5.426980635477918,17.60126704007777
16.57475018303859,48.87742710970548
7.135066533871786,19.1450733853776
5.618690193747615,19.729105288181426
10.85392166316497,36.05623242075971
2.818484499495253,7.223761545054449
16.043939615080795,45.6637506132989
1.4910128735954165,9.50718056673381
19.737738732010346,56.689815445357794
15.444895385933147,39.901386332198626
3.974313630683448,10.974414237455791
0.11044234247204798,6.841930553030813
16.309228569096682,46.664025442441265
14.137146876952343,41.09434574341849
14.580143360819747,42.4897030305403
15.425406933718914,41.523443169561816
1.4808930346818072,9.398993678187528
7.169314570885453,23.802503847109676
2.3173811905025943,8.650398722177382
17.26206851751187,53.752494827213944
12.465962536551158,37.58640510411326
6.617960497052984,17.970990751024512
1.2711670057204727,10.14757834020267
6.219646434313244,17.625071075101147
6.503666440534941,23.62041991256471
14.59212356676128,44.95609565392541
12.751149427104263,34.41582661270553
17.74425485152653,52.25076551654929
9.444298503238986,29.84908903890696
2.391884918766034,13.445892776898555
14.2648957444599,46.352618309111584
15.215700972337949,42.303088082836254
11.225543951389925,30.802651385402346
15.41934359909122,40.87981570885148
9.875911927287815,27.242348963323224
10.454656587639882,30.905336340857392
8.550820367170992,27.40050684237741
0.5083825348819038,7.1010287351948165
2.157828539866089,12.876121096773293
